99.6	274.5
99.7	275.25
99.8	274.5
99.9	273.75
100	273
100.1	273
100.2	273
100.3	273
100.4	273
100.5	272.25
100.6	272.25
100.7	272.25
100.8	271.5
100.9	270.75
101	270.75
101.1	270
101.2	270
101.3	270
101.4	270
101.5	269.25
101.6	269.25
101.7	269.25
101.8	268.5
101.9	268.5
102	268.5
102.1	268.5
102.2	267.75
102.3	267
102.4	267
102.5	267
102.6	267
102.7	266.25
102.8	265.5
102.9	266.25
103	265.5
103.1	265.5
103.2	265.5
103.3	264
103.4	264
103.5	264
103.6	264
103.7	263.25
103.8	263.25
103.9	263.25
104	263.25
104.1	262.5
104.2	262.5
104.3	261.75
104.4	261.75
104.5	261.75
104.6	261
104.7	261
104.8	261
104.9	261
105	260.25
105.1	260.25
105.2	260.25
105.3	259.5
105.4	259.5
105.5	259.5
105.6	258.75
105.7	258.75
105.8	258
105.9	258
106	258
106.1	258
106.2	257.25
106.3	257.25
106.4	257.25
106.5	256.5
106.6	257.25
106.701	256.5
106.8	255.75
106.9	255.75
107	255.75
107.1	255.75
107.2	255
107.3	255
107.4	254.25
107.5	254.25
107.6	254.25
107.7	254.25
107.8	253.5
107.9	253.5
108	252.75
108.1	252.75
108.2	252.75
108.3	252
108.4	252
108.501	252
108.6	252
108.7	251.25
108.8	251.25
108.9	251.25
109	250.5
109.1	250.5
109.2	250.5
109.3	249.75
109.4	249.75
109.5	249.75
109.6	249
109.7	249
109.799	249
109.899	249
109.999	248.25
110.099	247.5
110.199	247.5
110.299	247.5
110.399	247.5
110.499	246.75
110.601	246.75
110.699	246.75
110.799	246
110.899	246
110.999	246
111.099	246
111.199	245.25
111.301	244.5
111.399	244.5
111.499	245.25
111.599	244.5
111.699	244.5
111.799	244.5
111.899	243.75
111.999	243.75
112.099	243.75
112.199	243
112.299	243
112.399	243
112.5	243
112.599	243
112.699	242.25
112.799	242.25
112.899	242.25
112.999	242.25
113.099	241.5
113.199	241.5
113.299	241.5
113.399	241.5
113.499	240.75
113.599	240.75
113.699	240
113.799	240.75
113.9	240
114.001	240
114.099	240
114.199	239.25
114.299	239.25
114.399	239.25
114.499	238.5
114.599	238.5
114.699	238.5
114.799	237.75
114.899	237.75
114.999	237.75
115.099	237.75
115.2	237
115.3	237
115.4	237
115.5	237
115.6	236.25
115.7	236.25
115.8	236.25
115.902	236.25
116	236.25
116.1	235.5
116.2	235.5
116.3	235.5
116.401	235.5
116.5	235.5
116.6	234.75
116.7	234
116.801	234
116.9	234
117	234
117.1	233.25
117.2	234
117.3	233.25
117.4	233.25
117.5	233.25
117.6	233.25
117.7	233.25
117.8	232.5
117.9	233.25
118	232.5
118.1	232.5
118.2	231.75
118.3	231.75
118.4	231.75
118.5	231.75
118.6	231.75
118.7	231
118.8	231
118.9	231
119	231
119.1	230.25
119.2	231
119.3	231
119.4	231
119.501	231
119.6	231
119.7	231
119.8	231
119.9	231
120	231
120.1	231
120.2	231
120.3	231
120.4	231
120.502	231
120.6	231
120.7	231
120.8	231
120.9	230.25
121	230.25
121.1	230.25
121.2	230.25
121.3	229.5
121.4	229.5
121.501	229.5
121.6	229.5
121.7	228.75
121.8	228.75
121.9	228
122	228
122.1	228
122.2	228
122.3	227.25
122.401	227.25
122.5	227.25
122.6	227.25
122.7	227.25
122.799	227.25
122.9	227.25
123	226.5
123.1	226.5
123.2	226.5
123.3	226.5
123.4	225.75
123.5	225.75
123.6	225.75
123.7	225.75
123.8	225
123.901	225
124	225
124.1	224.25
124.2	224.25
124.3	224.25
124.4	223.5
124.5	223.5
124.6	223.5
124.7	223.5
124.8	223.5
124.9	222.75
125	222.75
125.101	222.75
125.2	222
125.3	222
125.4	222
125.5	222
125.6	222
125.7	221.25
125.8	221.25
125.9	221.25
126	221.25
126.1	220.5
126.2	220.5
126.3	220.5
126.402	219.75
126.5	219.75
126.6	219.75
126.7	219
126.8	219
126.9	219
127	219
127.1	218.25
127.199	218.25
127.3	217.5
127.4	217.5
127.5	218.25
127.599	217.5
127.7	217.5
127.799	217.5
127.899	216.75
128	216.75
128.099	216.75
128.199	216.75
128.3	216.75
128.399	216
128.499	216.75
128.599	216
128.699	216
128.799	216
128.899	216
128.999	215.25
129.099	215.25
129.199	215.25
129.299	214.5
129.399	214.5
129.499	214.5
129.599	214.5
129.699	213.75
129.799	213.75
129.899	213.75
129.999	213
130.099	213
130.199	213.75
130.299	213
130.399	213
130.499	213
130.599	212.25
130.699	213
130.8	211.5
130.9	212.25
130.999	212.25
131.1	211.5
131.2	211.5
131.299	211.5
131.4	210.75
131.5	210.75
131.599	210.75
131.7	210.75
131.8	210
131.899	210.75
132.001	210
132.1	210
132.199	210
132.299	209.25
132.4	209.25
132.5	209.25
132.6	208.5
132.7	209.25
132.8	208.5
132.9	208.5
133	208.5
133.1	207.75
133.2	208.5
133.3	207.75
133.4	207.75
133.5	207.75
133.6	207.75
133.7	207
133.8	207
133.9	207
134	207
134.1	207
134.2	207
134.3	207
134.401	206.25
134.5	206.25
134.6	206.25
134.7	205.5
134.8	205.5
134.9	205.5
135	205.5
135.1	205.5
135.2	205.5
135.3	205.5
135.4	204.75
135.5	204.75
135.6	204
135.7	204.75
135.8	204
135.9	204.75
136	204
136.1	204
136.2	203.25
136.3	203.25
136.4	203.25
136.5	203.25
136.6	203.25
136.7	202.5
136.8	202.5
136.899	202.5
137	202.5
137.1	201.75
137.2	201.75
137.3	201.75
137.4	201.75
137.5	201
137.6	201
137.7	201.75
137.8	201
137.9	200.25
137.999	201
138.1	200.25
138.2	200.25
138.3	200.25
138.4	200.25
138.499	200.25
138.6	199.5
138.7	199.5
138.8	198.75
138.9	199.5
139	198.75
139.1	198.75
139.2	198.75
139.301	198.75
139.399	198
139.5	198
139.6	198
139.7	198
139.8	198
